"Home","Away","Field","Age.Group","Gender"
"SPORTING PREMIER FC SCP 2006 U12 Boys EDP","VALENCIA 06 ORANGE U12 Boys EDP","Sparta Evangelical Church Small","U12","Boys"
"MT OLIVE SC PREMIER BARCA U12 Boys EDP","CLARKSTOWN 2006 WHITE U12 Boys EDP","Turkey Brook Park 4A","U12","Boys"
"HOBOKEN CITY FUTBOL 2006B U12 Boys EDP","SFL BRADLEY U12 Boys EDP","1600 Park","U12","Boys"
"LONG ISLAND PREMIER FC BOYS '06 U12 Boys EDP","DEN OF LIONS SPORTING ELITE U12 Boys EDP","North East Elementary School","U12","Boys"
"MATCH FIT ACADEMY FC PRE ECNL 06 BAYERN U12 Boys EDP","IRONBOUND SC 06 BLUE - GLADIATORS U12 Boys EDP","Mercer County College Turf","U12","Boys"
"ASA LIVERPOOL FCIAA MD 06 ACADEMY U12 Boys EDP","ACHILLES FC 06 U12 Boys EDP","Arundel HS Bermuda 9v9","U12","Boys"
"WORLD CLASS FC '06 NJ WHITE U12 Boys EDP","PLAYERS EYE FC BOYS 2006 U12 Boys EDP","Orangetown Soccer Complex 4 Turf","U12","Boys"
"STA-MUSC 2006B EDP U12 Boys EDP","TSF ACADEMY 2006B EDP U12 Boys EDP","Central Park 3B","U12","Boys"
"NAZARETH U12 ROBERTS U12 Boys EDP","BUCKINGHAM UNITED BLUE 2006 U12 Boys EDP","Lower Nazareth Elementary 9v9","U12","Boys"
"TOTAL FUTBOL BLUE U12 Boys EDP","PIPELINE SC RED U12 Boys EDP","Washington Bible College #1","U12","Boys"
"FC SPORTIKA PRE-ACADEMY 2006B U12 Boys EDP","MONROE TOWNSHIP YS UNITED 06 WHITE U12 Boys EDP","Sportika Sports","U12","Boys"
"CHERRY HILL SC KNIGHTS U12 Boys EDP","UPPER FREEHOLD/ALLENTOWN SA TORNADOS U12 Boys EDP","Chapel Ave Turf","U12","Boys"
"MODERN SA KNIGHTS U12 Boys EDP","NIRVANA 360 BAYERN YELLOW U12 Boys EDP","Unassigned","U12","Boys"
"PARSIPPANY SC 2006 BOYS WHITE U12 Boys EDP","SUMMIT SC SUMMIT CITY U12 Boys EDP","Volunteers Park Lower #9","U12","Boys"
"ROXBURY SC THUNDER U12 Boys EDP","TEANECK STINGRAYS 2006 BOYS U12 Boys EDP","MS Horse Shoe Lake #06","U12","Boys"
"STAFFORD SC ARSENAL U12 Boys EDP","MANALAPAN SC GPS 06B RED U12 Boys EDP","Doc Cramer Sports Complex #10","U12","Boys"
"PRINCETON FC STUTTGART U12 Boys EDP","WASHINGTON TOWNSHIP REC SELECT U12 Boys EDP","Princeton FC Smoyer Park SF","U12","Boys"
"NEXT LEVEL SA 06 BOYS U12 Boys EDP","ROBBINSVILLE SA GUNNERS U12 Boys EDP","NLSA-Twin Pines Turf","U12","Boys"
"SAC PREMIER WHITE U12 Boys EDP","BETHESDA SC BLUE 06 U12 Boys EDP","Covenant Park Field 6A","U12","Boys"
"MANHATTAN SC WOLVES WHITE U12 Boys EDP","FSA FC BOYS ELITE 06 U12 Boys EDP","Randall's Island #84","U12","Boys"
"MANHATTAN KICKERS FC KICKERS RED U12 Boys EDP","MANHATTAN SC WOLVES BLUE U12 Boys EDP","Pier 40 Rooftop RT","U12","Boys"
"WATCHUNG HILLS NJ ELITE 2006B LITMANEN U12 Boys EDP","PDA ZIDANE U12 Boys EDP","Duderstadt Turf Field","U12","Boys"
"PIPELINE SC BLACK U12 Boys EDP","BETHESDA SC BLUE 06 U12 Boys EDP","Baltimore PolyTech HS 9v9","U12","Boys"
"ALEXANDRIA SA 06B RED U12 Boys EDP","MATRIX MAVERICKS U12 Boys EDP","Ft. Ward Park Turf","U12","Boys"
"VALENCIA CF ACADEMY NY 2006 WHITE U12 Boys EDP","DUSC B2006 ORANGE U12 Boys EDP","LIU: CW Post Campus #1","U12","Boys"
"WORLD CLASS FC '06 NJ RED U12 Boys EDP","CT RUSH ELITE 06 BOYS U12 Boys EDP","World Class Turf #5","U12","Boys"
"CAPS GREATER FLEMINGTON MANCHESTER UNITED U12 Boys EDP","FC COPA ACADEMY B06 BLACK U12 Boys EDP","Clover Hill Soccer Complex","U12","Boys"
"PHILADELPHIA UKRAINIAN NATIONALS 06 BLACK U12 Boys EDP","CEDAR STARS ACADEMY MONMOUTH B-2006 GREEN U12 Boys EDP","UASC #2","U12","Boys"
"HOLMDEL FC NJX  AJAX U12 Boys EDP","PDA SHORE 2006 SANCHEZ U12 Boys EDP","CROSS FARMS FIELD #8","U12","Boys"
"BRAUSA UNITED FUTEBOL 06 U12 Boys EDP","JOGA SC JOGA 2006/2007 U12 Boys EDP","Linover Park #1","U12","Boys"
"MD RUSH MONTGOMERY ACADEMY BLACK '06B AJAX U12 Boys EDP","BALTIMORE CELTIC SC SOUTH 06 U12 Boys EDP","Md SoccerPlex #12B","U12","Boys"
"CEDAR STARS ACADEMY BERGEN WEST U12 NOVA GREEN U12 Boys EDP","NY STARS PREMIER SCORPIO U12 Boys EDP","Overpeck #1","U12","Boys"
"TORPEDOES SC DUKA U12 Boys EDP","WESTFIELD SA UNION COUNTY FC PREMIER FLAMENGO U12 Boys EDP","Pulis Field A","U12","Boys"
"SJEB 2006 BAYERN U12 Boys EDP","YMS CELTIC 06 U12 Boys EDP","Tuckahoe (9v9) #7","U12","Boys"
"CHAMPIONS UNITED ALEVIN ELITE U12 Boys EDP","ARUNDEL SA ASA BLUE UNITED '06 U12 Boys EDP","Maryland SoccerPlex 12A","U12","Boys"
"CENTERCOURT FC 06B GREEN U12 Boys EDP","MERAKI F.C. PRE ACADEMY 2006 U12 Boys EDP","CFC Field 1","U12","Boys"
"MARYLAND UNITED FC 2006 WHITE U12 Boys EDP","HEREFORD HSC BULLS U12 Boys EDP","Indian Creek Upper School Field #2","U12","Boys"
"ELIZABETH YSC LIONS U12 Boys EDP","SDFC 2006B BLACK U12 Boys EDP","O'Brien Field","U12","Boys"
"WAYNE BOYS AND GIRLS BURKE U12 Boys EDP","FC COPA ACADEMY B06 RED U12 Boys EDP","John F. Kennedy Middle School Field #1","U12","Boys"
"ARSENAL SOCCER SCHOOLS ACADEMY 2006 WRIGHT U12 Boys EDP","EDISON UNITED SA TITANS U12 Boys EDP","Arsenal Soccer Schools Academy Mt Olive Training Center","U12","Boys"
"HILLSBOROUGH 06B RAIDERS RED U12 Boys EDP","JERSEY KNIGHTS SC SIEGE U12 Boys EDP","Hillsborough SC - Southwoods Rd #2","U12","Boys"
"GLOBAL GSA 06 JERSEY CITY U12 Boys EDP","PASSAIC YOUTH SOCCER DUNDEE STARS U12 Boys EDP","Caven Point Turf #1","U12","Boys"
"SPANISH AMERICAN FOOTBALL ACADEMY ATHLETIC BILBAO U12 Boys EDP","VOORHEES SA GUNNERS U12 Boys EDP","ECPS Fields #1","U12","Boys"
"FCI - EAGLES U12 Boys EDP","FUTURE MONARCHS GOLD U12 Boys EDP","PGCBG Club Sports Park Field 04 & 05","U12","Boys"
"MIDDLETOWN SC ATTACK RED U12 Boys EDP","BRIDGEWATER SA BAYERN U12 Boys EDP","Fairview field SS #4","U12","Boys"
"UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP","CLUB VALLEY 2010 LIONS U12 Boys EDP","Unassigned","U12","Boys"
"PDA ZIDANE U12 Boys EDP","FC SPORTIKA ACADEMY 2006B U12 Boys EDP","PDA","U12","Boys"
"WASHINGTON UNITED 06 U12 Boys EDP","FC EUROPA 06' ELITE U12 Boys EDP","WLP (9v9) #8","U12","Boys"
"IRONBOUND SC 06RED-INTER U12 Boys EDP","CEDAR STARS ACADEMY BERGEN 2006 GREEN U12 Boys EDP","Riverbank Park #1","U12","Boys"
"FC USA 2006 U12 Boys EDP","SAC PREMIER BLUE 06B U12 Boys EDP","Eastern Reg Park Field 02","U12","Boys"
"PARSIPPANY SC 2006 BOYS ACADEMY BLUE U12 Boys EDP","TITANES ESTUDIANTES U12 Boys EDP","Reynolds #1","U12","Boys"
"CAPS GREATER FLEMINGTON MANCHESTER UNITED U12 Boys EDP","PDA HIBERNIAN DYBALA U12 Boys EDP","Clover Hill Soccer Complex","U12","Boys"
"ENCO 06 RED U12 Boys EDP","NAZARETH U12 ROBERTS U12 Boys EDP","Fox Run Fields 9 v 9","U12","Boys"
"GPS NJ CLEARVIEW 06B U12 Boys EDP","BUCKINGHAM UNITED BLUE 2006 U12 Boys EDP","Chestnut Branch Park A","U12","Boys"
"CHAMPIONS UNITED ALEVIN ELITE U12 Boys EDP","LTSC 2006 (GREEN) U12 Boys EDP","Md SoccerPlex #12B","U12","Boys"
"CENTERCOURT FC 06B GREEN U12 Boys EDP","VALENCIA 06 BLACK U12 Boys EDP","CFC Field 1","U12","Boys"
"BOWIE FC ELITE RED U12 Boys EDP","HENLOPEN RIPTIDE U12 Boys EDP","Andy Brown Field #1","U12","Boys"
"MARYLAND UNITED FC 2006 WHITE U12 Boys EDP","LSA LA PLATA BLACKHAWKS U12 Boys EDP","Murtaugh Field 02","U12","Boys"
"ELITE PLAINFIELD ELITE FIRE U12 Boys EDP","HOBOKEN CITY FUTBOL 2006B U12 Boys EDP","Cedarbrook Park","U12","Boys"
"PERTH AMBOY WILDCATS U12 Boys EDP","ELIZABETH YSC LIONS U12 Boys EDP","Willow Pond Park","U12","Boys"
"BSM ELITE 06 LIONS U12 Boys EDP","JERSEY CREW SC GRIFFINS U12 Boys EDP","Palisades Park Sports Complex","U12","Boys"
"PASSAIC YOUTH SOCCER DUNDEE STARS U12 Boys EDP","KEARNY UNITED REDS 0607 U12 Boys EDP","Dundee Island Park","U12","Boys"
"OCEAN UNITED SA RIPTIDE - RED U12 Boys EDP","CHERRY HILL FC JUNIOR PREMIER 06 U12 Boys EDP","Ocean Twp - Dow D2","U12","Boys"
"WASHINGTON TOWNSHIP REC SELECT U12 Boys EDP","SPANISH AMERICAN FOOTBALL ACADEMY ATHLETIC BILBAO U12 Boys EDP","WLP (9v9) #8","U12","Boys"
"MONMOUTH UNION FC MUFC 2006 BOYS U12 Boys EDP","XAFC NJ GREEN U12 Boys EDP","Dorbrook Recreation Area SS2","U12","Boys"
"CESC CALVERT ELITE '06 U12 Boys EDP","KIRKWOOD 06 WHITE U12 Boys EDP","The Calverton School Small Sided","U12","Boys"
"CHERRY HILL FC JUNIOR PREMIER 06 U12 Boys EDP","GPS DELAWARE REVOLUTION 2006 RED U12 Boys EDP","Decou 9v9 D5","U12","Boys"
"HULMEVILLE ATTACK U12 Boys EDP","MANALAPAN SC GPS 06B RED U12 Boys EDP","Grace Episcopal Church Field","U12","Boys"
"UPPER FREEHOLD/ALLENTOWN SA TORNADOS U12 Boys EDP","HILLSBOROUGH 06B RAIDERS RED U12 Boys EDP","Mark Harbourt #4","U12","Boys"
"SUSA ELITE EAST B06 U12 Boys EDP","VALENCIA CF ACADEMY NY 2006 BLACK U12 Boys EDP","Baymen Soccer Complex #4","U12","Boys"
"CEDAR STARS ACADEMY NEWARK 2006 GREEN U12 Boys EDP","IRONBOUND SC 06RED-INTER U12 Boys EDP","Capelli Sport Field at St. Benedict's Preparatory School Field (Lower) #1","U12","Boys"
"ALEXANDRIA SA 06B RED U12 Boys EDP","BETHESDA SC SOUTH BLUE 06 U12 Boys EDP","Ft. Ward Park Turf","U12","Boys"
"PIPELINE SC PRE-ACADEMY U12 Boys EDP","MATRIX MAVERICKS U12 Boys EDP","Baltimore PolyTech HS 9v9","U12","Boys"
"DEN OF LIONS SPORTING ELITE U12 Boys EDP","VALENCIA CF ACADEMY NY 2006 WHITE U12 Boys EDP","Den of Lions - Riverbank Park","U12","Boys"
"FC COPA ACADEMY B06 BLACK U12 Boys EDP","SDFC 2006B YELLOW U12 Boys EDP","Rutgers-Busch Sport Club Turf","U12","Boys"
"FC BUCKS CHAOS U12 Boys EDP","SJEB 2006 CHELSEA U12 Boys EDP","Coucil Rock South High School #1","U12","Boys"
"FC EUROPA 06' PREMIER U12 Boys EDP","PHILADELPHIA UKRAINIAN NATIONALS 06 BLACK U12 Boys EDP","Delaware Valley Friends School DVFS","U12","Boys"
"MARYLAND UNITED FC 2006 RED U12 Boys EDP","ACHILLES FC 06 U12 Boys EDP","Indian Creek HS Field 02","U12","Boys"
"BALTIMORE CELTIC SC CELTIC 06B U12 Boys EDP","ASA LIVERPOOL FCIAA MD 06 ACADEMY U12 Boys EDP","McDonogh School #1","U12","Boys"
"CEDAR STARS ACADEMY BERGEN WEST U12 NOVA GREEN U12 Boys EDP","CLARKSTOWN 2006 WHITE U12 Boys EDP","Overpeck #1","U12","Boys"
"SFL BRADLEY U12 Boys EDP","WESTFIELD SA UNION COUNTY FC PREMIER FLAMENGO U12 Boys EDP","West Orange Armory/Soccer Palace","U12","Boys"
"YMS CELTIC 06 U12 Boys EDP","WESTERN LEHIGH UNITED FIRE U12 Boys EDP","Macclesfield Park L","U12","Boys"
"LTSC 2006 (GREEN) U12 Boys EDP","NLS AJAX 06 U12 Boys EDP","Valley Fields North","U12","Boys"
"NASA UNITED ATLETICO MADRID U12 Boys EDP","MATCH FIT MONTCLAIR UNITED 2006 BOYS U12 Boys EDP","NASA - George Washington Middle School","U12","Boys"
"MARYLAND UNITED FC 2006 WHITE U12 Boys EDP","HENLOPEN RIPTIDE U12 Boys EDP","Indian Creek Upper School Field #2","U12","Boys"
"LSA LA PLATA BLACKHAWKS U12 Boys EDP","PREMIER SC NAVY 06 U12 Boys EDP","Bryantown Soccer Complex #6","U12","Boys"
"NJ STALLIONS ACADEMY 06 BARCELONA U12 Boys EDP","NIRVANA 360 BAYERN YELLOW U12 Boys EDP","Schuyler Colfax Middle School","U12","Boys"
"MONTCLAIR UNITED 2006 BOYS WHITE U12 Boys EDP","FC BERNA LEGACY 06B U12 Boys EDP","Mountainside MTN","U12","Boys"
"WAYNE BOYS AND GIRLS BURKE U12 Boys EDP","CEDAR STARS ACADEMY BERGEN WEST U12 NOVA WHITE U12 Boys EDP","John F. Kennedy Middle School Field #1","U12","Boys"
"JCFA CORINTHIANS U12 Boys EDP","NORTHERN VALLEY NAVY U12 Boys EDP","Berry Lane Park #1","U12","Boys"
"EDISON UNITED SA TITANS U12 Boys EDP","NIRVANA 360 JUVENTUS 06 U12 Boys EDP","Spencer Rockman Complex","U12","Boys"
"CHERRY HILL FC JUNIOR PREMIER 06 U12 Boys EDP","CEDAR STARS ACADEMY MONMOUTH B-2006 WHITE U12 Boys EDP","Decou 9v9 D5","U12","Boys"
"FUTURE MONARCHS GOLD U12 Boys EDP","RIVER 2006 BOYS U12 Boys EDP","Marlboro Meadows #1","U12","Boys"
"NORTHERN VALLEY NAVY U12 Boys EDP","WAYNE SC QUICK TOUCH 2006 U12 Boys EDP","Stone Point Park","U12","Boys"
"ELIZABETH YSC LIONS U12 Boys EDP","FC COPA ACADEMY B06 RED U12 Boys EDP","","U12","Boys"
"PRINCETON FC SEVILLA U12 Boys EDP","CLUB VALLEY 2010 LIONS U12 Boys EDP","Princeton FC Smoyer Park SF","U12","Boys"
"MATCH FIT ACADEMY FC PRE ECNL 06 HEAT U12 Boys EDP","FC EUROPA 06' ELITE U12 Boys EDP","Mercer County College Turf","U12","Boys"
"BETHESDA SC SOUTH BLUE 06 U12 Boys EDP","PIPELINE SC BLACK U12 Boys EDP","Nike Park #7","U12","Boys"
"PDA HIBERNIAN DYBALA U12 Boys EDP","WAYNE SC QUICK TOUCH 2006 U12 Boys EDP","Hibernian Club","U12","Boys"
"BETHESDA SC SOUTH GREEN 06 U12 Boys EDP","MARYLAND UNITED FC 2006 RED U12 Boys EDP","Nike Park #7","U12","Boys"
"CLARKSTOWN 2006 WHITE U12 Boys EDP","WORLD CLASS FC WORLD CLASS 2006 BOYS OSSIE U12 Boys EDP","Kennedy Dells Park #1","U12","Boys"
"PLAYERS EYE FC BOYS 2006 U12 Boys EDP","BSM ELITE 06 COSMOS U12 Boys EDP","Yorktown Sports Complex #1","U12","Boys"
"WESTERN LEHIGH UNITED FIRE U12 Boys EDP","MEDFORD STRIKERS SC VICTORY U12 Boys EDP","Lehigh County #2","U12","Boys"
"TOTAL FUTBOL BLUE U12 Boys EDP","OLD LINE FC 06 REVOLUTION U12 Boys EDP","Washington Bible College #1","U12","Boys"
"UPPER FREEHOLD/ALLENTOWN SA TORNADOS U12 Boys EDP","MONROE TOWNSHIP YS UNITED 06 WHITE U12 Boys EDP","Mark Harbourt #4","U12","Boys"
"PERTH AMBOY WILDCATS U12 Boys EDP","PARSIPPANY SC 2006 BOYS WHITE U12 Boys EDP","Willow Pond Park","U12","Boys"
"FC COPA ACADEMY B06 RED U12 Boys EDP","VALENCIA 06 ORANGE U12 Boys EDP","Rutgers-Busch Sport Club Turf","U12","Boys"
"JERSEY CREW SC GRIFFINS U12 Boys EDP","EDISON UNITED SA TITANS U12 Boys EDP","Montville Community Park #2","U12","Boys"
"BSM ELITE 06B U12 Boys EDP","KEARNY UNITED REDS 0607 U12 Boys EDP","Palisades Park Sports Complex","U12","Boys"
"NJ WILDCATS WAVE U12 Boys EDP","CEDAR STARS ACADEMY MONMOUTH B-2006 WHITE U12 Boys EDP","Manahassett Creek Park #1","U12","Boys"
"PRINCETON FC SEVILLA U12 Boys EDP","ROBBINSVILLE SA GUNNERS U12 Boys EDP","Princeton FC Smoyer Park SF","U12","Boys"
"XAFC NJ GREEN U12 Boys EDP","FC COPA ACADEMY B06 BLACK U12 Boys EDP","Dorbrook Park #1","U12","Boys"
"ENCO 06 RED U12 Boys EDP","CENTERCOURT FC 06B GREEN U12 Boys EDP","Fox Run Fields 9 v 9","U12","Boys"
"PHILADELPHIA UKRAINIAN NATIONALS 06 BLACK U12 Boys EDP","BUCKINGHAM UNITED BLUE 2006 U12 Boys EDP","Ukrainian Nationals Sports Complex 6A","U12","Boys"
"CEDAR STARS ACADEMY NEWARK 2006 GREEN U12 Boys EDP","SDFC 2006B YELLOW U12 Boys EDP","Capelli Sport Field at St. Benedict's Preparatory School Field (Lower) #1","U12","Boys"
"WORLD CLASS FC '06 NJ RED U12 Boys EDP","UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP","World Class Turf #5","U12","Boys"
"SUSA ELITE EAST B06 U12 Boys EDP","MANHATTAN KICKERS FC KICKERS RED U12 Boys EDP","Baymen Soccer Complex #4","U12","Boys"
"CEDAR STARS ACADEMY BERGEN 2006 GREEN U12 Boys EDP","CEDAR STARS ACADEMY NEWARK 2006 GREEN U12 Boys EDP","Unassigned","U12","Boys"
"FC SPORTIKA ACADEMY 2006B U12 Boys EDP","WASHINGTON UNITED 06 U12 Boys EDP","Sportika Sports","U12","Boys"
"BETHESDA SC BLUE 06 U12 Boys EDP","FC USA 2006 U12 Boys EDP","Muldoons Farm #7","U12","Boys"
"TITANES ESTUDIANTES U12 Boys EDP","SDFC 2006B YELLOW U12 Boys EDP","Unassigned","U12","Boys"
"MD RUSH MONTGOMERY ACADEMY BLACK '06B AJAX U12 Boys EDP","ASA LIVERPOOL FCIAA MD 06 ACADEMY U12 Boys EDP","Maryland SoccerPlex 12A","U12","Boys"
"WESTFIELD SA UNION COUNTY FC PREMIER FLAMENGO U12 Boys EDP","CEDAR STARS ACADEMY STATEN ISLAND 2006 CRYUFF U12 Boys EDP","Unassigned","U12","Boys"
"SAC PREMIER WHITE U12 Boys EDP","ARUNDEL SA ASA BLUE UNITED '06 U12 Boys EDP","Covenant Park Field 5B","U12","Boys"
"MATCH FIT MONTCLAIR UNITED 2006 BOYS U12 Boys EDP","CENTERCOURT FC 06B GREEN U12 Boys EDP","Mountainside MTN","U12","Boys"
"BRIDGEWATER SA BAYERN U12 Boys EDP","NIRVANA 360 BAYERN YELLOW U12 Boys EDP","Crim #5","U12","Boys"
"SUMMIT SC SUMMIT CITY U12 Boys EDP","MONTCLAIR UNITED 2006 BOYS WHITE U12 Boys EDP","Summit Glenside Field #01","U12","Boys"
"NIRVANA 360 JUVENTUS 06 U12 Boys EDP","WIZARDS SPORTS BARCA U12 Boys EDP","Hamptonburgh Park #1","U12","Boys"
"JERSEY KNIGHTS SC SIEGE U12 Boys EDP","GLOBAL GSA 06 JERSEY CITY U12 Boys EDP","Jersey Knights Complex #1","U12","Boys"
"VOORHEES SA GUNNERS U12 Boys EDP","NEXT LEVEL SA 06 BOYS MONJAS U12 Boys EDP","Echelon Complex 2 EC2","U12","Boys"
"UNION CITY UNITED SOCCER FC UNITED WILLIAM U12 Boys EDP","CLUB VALLEY 2010 LIONS U12 Boys EDP","Unassigned","U12","Boys"
"MANALAPAN SC GPS 06B RED U12 Boys EDP","CHERRY HILL FC JUNIOR PREMIER 06 U12 Boys EDP","Rec Center D/SS","U12","Boys"
"MAINLAND UNITED SA MAYHEM U12 Boys EDP","MOUNT LAUREL UNITED 2006 MAROON U12 Boys EDP","Memorial Park FIeld Upper #1","U12","Boys"
"FC EUROPA 06' ELITE U12 Boys EDP","FC SPORTIKA ACADEMY 2006B U12 Boys EDP","The Proving Ground #3","U12","Boys"
"LONG ISLAND PREMIER FC BOYS '06 U12 Boys EDP","CT RUSH ELITE 06 BOYS U12 Boys EDP","North East Elementary School","U12","Boys"
"PARSIPPANY SC 2006 BOYS ACADEMY BLUE U12 Boys EDP","FC COPA ACADEMY B06 BLACK U12 Boys EDP","Reynolds #1","U12","Boys"
"PHILADELPHIA UKRAINIAN NATIONALS 06 BLACK U12 Boys EDP","SJEB 2006 CHELSEA U12 Boys EDP","UASC 6b","U12","Boys"
"BRAUSA UNITED FUTEBOL 06 U12 Boys EDP","BALTIMORE CELTIC SC CELTIC 06B U12 Boys EDP","Linover Park","U12","Boys"
"MT OLIVE SC PREMIER BARCA U12 Boys EDP","WORLD CLASS FC WORLD CLASS 2006 BOYS OSSIE U12 Boys EDP","Turkey Brook Park 4B","U12","Boys"
"TSF ACADEMY 2006B EDP U12 Boys EDP","TORPEDOES SC DUKA U12 Boys EDP","","U12","Boys"
"MATCH FIT MONTCLAIR UNITED 2006 BOYS U12 Boys EDP","EPIC SPORTING STARS 2006/2007 BLUE U12 Boys EDP","Mountainside MTN","U12","Boys"
"FC USA 2006 RED U12 Boys EDP","FC MILLENNIUM MILAN U12 Boys EDP","Honeygo Park Grass","U12","Boys"
"LSA LA PLATA BLACKHAWKS U12 Boys EDP","HEREFORD HSC BULLS U12 Boys EDP","Bryantown Sports Complex #13","U12","Boys"
"NIRVANA 360 BAYERN YELLOW U12 Boys EDP","ELITE PLAINFIELD ELITE FIRE U12 Boys EDP","Hamptonburgh Park #1","U12","Boys"
"MONTCLAIR UNITED 2006 BOYS WHITE U12 Boys EDP","PERTH AMBOY WILDCATS U12 Boys EDP","Brookdale Meadow Small BMS","U12","Boys"
"TEANECK STINGRAYS 2006 BOYS U12 Boys EDP","CEDAR STARS ACADEMY BERGEN WEST U12 NOVA WHITE U12 Boys EDP","Votee Park SportsPlex #1","U12","Boys"
"PASSAIC YOUTH SOCCER DUNDEE STARS U12 Boys EDP","JERSEY KNIGHTS SC SIEGE U12 Boys EDP","Dundee Island Park","U12","Boys"
"NEXT LEVEL SA 06 BOYS MONJAS U12 Boys EDP","MOUNT LAUREL UNITED 2006 WHITE U12 Boys EDP","NLSA Fenton Lane Fields #2","U12","Boys"
"SHORE FC BLACK U12 Boys EDP","FCI - EAGLES U12 Boys EDP","Talbot County Community Center #1","U12","Boys"
"SCOTCH PLAINS FANWOOD SA SPF VANPERSIE U12 Boys EDP","STA-MUSC 2006B EDP U12 Boys EDP","SPFSA - Ponderosa #1","U12","Boys"
"A3 UNITED 2006 U12 Boys EDP","BRAUSA UNITED FUTEBOL 06 U12 Boys EDP","Bell Branch Park D4","U12","Boys"
"ELIZABETH YSC LIONS U12 Boys EDP","BRIDGEWATER SA BAYERN U12 Boys EDP","","U12","Boys"
"NASA UNITED ATLETICO MADRID U12 Boys EDP","CLUB VALLEY 2010 LIONS U12 Boys EDP","NASA - George Washington Middle School","U12","Boys"
"CEDAR STARS ACADEMY BERGEN 2006 GREEN U12 Boys EDP","WATCHUNG HILLS NJ ELITE 2006B LITMANEN U12 Boys EDP","Overpeck #1","U12","Boys"
"PIPELINE SC BLACK U12 Boys EDP","ALEXANDRIA SA 06B RED U12 Boys EDP","Baltimore PolyTech HS 9v9","U12","Boys"
"BETHESDA SC BLUE 06 U12 Boys EDP","BETHESDA SC SOUTH BLUE 06 U12 Boys EDP","Muldoons Farm #7","U12","Boys"
"UPPER DUBLIN CHAOS BLACK 06 U12 Boys EDP","FC EUROPA 06' PREMIER U12 Boys EDP","Cardinal Stadium","U12","Boys"
"BETHESDA SC SOUTH GREEN 06 U12 Boys EDP","MD RUSH MONTGOMERY ACADEMY BLACK '06B AJAX U12 Boys EDP","Muldoons Farm #7","U12","Boys"
"ASA LIVERPOOL FCIAA MD 06 ACADEMY U12 Boys EDP","BRAUSA UNITED FUTEBOL 06 U12 Boys EDP","Waugh Chapel ES (9v9)","U12","Boys"
"BSM ELITE 06 COSMOS U12 Boys EDP","NY STARS PREMIER SCORPIO U12 Boys EDP","Palisades Park Sports Complex","U12","Boys"
"WESTFIELD SA UNION COUNTY FC PREMIER FLAMENGO U12 Boys EDP","TSF ACADEMY 2006B EDP U12 Boys EDP","Sid Fey","U12","Boys"
"A3 UNITED 2006 U12 Boys EDP","PIPELINE SC RED U12 Boys EDP","Bell Branch Park D5","U12","Boys"
"OLD LINE FC 06 REVOLUTION U12 Boys EDP","CHAMPIONS UNITED ALEVIN ELITE U12 Boys EDP","Churchville Rec Center Field 06","U12","Boys"
"NASA UNITED ATLETICO MADRID U12 Boys EDP","EPIC SPORTING STARS 2006/2007 BLUE U12 Boys EDP","NASA - George Washington Middle School","U12","Boys"
"HEREFORD HSC BULLS U12 Boys EDP","HENLOPEN RIPTIDE U12 Boys EDP","Seventh District Elementary School #3","U12","Boys"
"HOBOKEN CITY FUTBOL 2006B U12 Boys EDP","MODERN SA KNIGHTS U12 Boys EDP","1600 Park","U12","Boys"
"NIRVANA 360 JUVENTUS 06 U12 Boys EDP","ARSENAL SOCCER SCHOOLS ACADEMY 2006 WRIGHT U12 Boys EDP","Hamptonburgh Park #1","U12","Boys"
"JERSEY KNIGHTS SC SIEGE U12 Boys EDP","BSM ELITE 06B U12 Boys EDP","Jersey Knights Complex #1","U12","Boys"
"NJ WILDCATS NOVAS GUARDAS U12 Boys EDP","VOORHEES SA GUNNERS U12 Boys EDP","Manahassett Creek Park #1","U12","Boys"
"PRINCETON FC SEVILLA U12 Boys EDP","NEXT LEVEL SA 06 BOYS U12 Boys EDP","Princeton FC Smoyer Park SF","U12","Boys"
"DEN OF LIONS SPORTING ELITE U12 Boys EDP","MATCH FIT ACADEMY FC PRE ECNL 06 BAYERN U12 Boys EDP","Den of Lions - Riverbank Park","U12","Boys"
"CENTERCOURT FC 06B GREEN U12 Boys EDP","NAZARETH U12 ROBERTS U12 Boys EDP","CFC Field 1","U12","Boys"
"SUMMIT SC SUMMIT CITY U12 Boys EDP","EDISON UNITED SA TITANS U12 Boys EDP","Summit Glenside Field #01","U12","Boys"
"BLACK ROCK FC 2006 BOYS U12 Boys EDP","ALLEYCATS ACADEMY RED 2006B U12 Boys EDP","Berkshire Community College #2","U12","Boys"
"MIDDLETOWN SC ATTACK RED U12 Boys EDP","YMS CELTIC 06 U12 Boys EDP","Fairview field SS #4","U12","Boys"
"SubDiv A Team 5 U12 Boys EDP","UNION CITY UNITED SOCCER FC UNITED JORGE U-12 U12 Boys EDP","Unassigned","U12","Boys"
"ARSENAL SOCCER SCHOOLS ACADEMY 2006 HENRY U12 Boys EDP","SFL BRADLEY U12 Boys EDP","Arsenal Soccer Schools Academy Mt Olive Training Center","U12","Boys"
"BUCKINGHAM UNITED BLUE 2006 U12 Boys EDP","YMS CELTIC 06 U12 Boys EDP","","U12","Boys"
